Stage,Utility,Root,Level,Title,Company_Name,Date,Submitter,Docket_No,Page_Type,PDF_Link,Page_URL,Breadcrumb
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A83773 Algonquin Power Co. - Algonquin Tinker Gen Co. > 
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5Q1A6,Receipt - Accusé de réception - A5Q1A6,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3267380,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3267380,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A83773 Algonquin Power Co. - Algonquin Tinker Gen Co. > Receipt - Accusé de réception - A5Q1A6
1,electric,Facilities > Electricity,3,A84214 Algonquin Power Co. - Algonquin Tinker Gen Co.,A84214 Algonquin Power Co. - Algonquin Tinker Gen Co.,,,A84214,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3281339,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A84214 Algonquin Power Co. - Algonquin Tinker Gen Co.
1,electric,Facilities > Electricity,4,A84214-1 Condition 6 - A5R1H5,A84214-1 Condition 6 - A5R1H5,,,A84214-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3280245,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3280245,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A84214 Algonquin Power Co. - Algonquin Tinker Gen Co. > A84214-1 Condition 6 - A5R1H5
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3281339,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A84214 Algonquin Power Co. - Algonquin Tinker Gen Co. > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A84214 Algonquin Power Co. - Algonquin Tinker Gen Co. > 
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5R1H6,Receipt - Accusé de réception - A5R1H6,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3280354,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3280354,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A84214 Algonquin Power Co. - Algonquin Tinker Gen Co. > Receipt - Accusé de réception - A5R1H6
1,electric,Facilities > Electricity,2,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 
1,electric,Facilities > Electricity,2,"2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3","2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3",,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601522,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3"
1,electric,Facilities > Electricity,3,10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516),10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516),,,A24516,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601688,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516)"
1,electric,Facilities > Electricity,4,A1R9A7 - Application,A1R9A7 - Application,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/601523,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/601523,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516) > A1R9A7 - Application"
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601688,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516) > "
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516) > "
1,electric,Facilities > Electricity,4,A1R9A8 - Receipt,A1R9A8 - Receipt,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/601605,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/601605,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516) > A1R9A8 - Receipt"
1,electric,Facilities > Electricity,3,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > "
1,electric,Facilities > Electricity,3,10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421),10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421),,,A27421,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/654040,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421)"
1,electric,Facilities > Electricity,4,A1W3Q7 - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co.,A1W3Q7 - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co.,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/654041,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/654041,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) > A1W3Q7 - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co."
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/654040,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) > "
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601604,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) > "
1,electric,Facilities > Electricity,5,2018-02-08 Application to Export Power for 10 years,2018-02-08 Application to Export Power for 10 years,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3422041,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years"
1,electric,Facilities > Electricity,6,A89895 Liberty Power - Application for a Blanket Electricity Export Permit,A89895 Liberty Power - Application for a Blanket Electricity Export Permit,,,A89895,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3460736,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > A89895 Liberty Power - Application for a Blanket Electricity Export Permit"
1,electric,Facilities > Electricity,6,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601604,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > "
1,electric,Facilities > Electricity,6,A89990 Algonquin Tinker Gen Co. - Letter Enclosing Revised English and French NOA/DOP,A89990 Algonquin Tinker Gen Co. - Letter Enclosing Revised English and French NOA/DOP,,,A89990,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3461622,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > A89990 Algonquin Tinker Gen Co. - Letter Enclosing Revised English and French NOA/DOP"
1,electric,Facilities > Electricity,6,A90475 Algonquin Tinker Gen Co. - Letter Enclosing Proof Publication and Delivery,A90475 Algonquin Tinker Gen Co. - Letter Enclosing Proof Publication and Delivery,,,A90475,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3490743,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > A90475 Algonquin Tinker Gen Co. - Letter Enclosing Proof Publication and Delivery"
1,electric,Facilities > Electricity,6,A90499 Algonquin Tinker Gen Co. - March 9 2018 Letter Responding to NEB's Inquiries,A90499 Algonquin Tinker Gen Co. - March 9 2018 Letter Responding to NEB's Inquiries,,,A90499,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3491409,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > A90499 Algonquin Tinker Gen Co. - March 9 2018 Letter Responding to NEB's Inquiries"
1,electric,Facilities > Electricity,6,A91516 National Energy Board - Letter and Permit EPE-432 to Algonquin Tinker Gen. Co,A91516 National Energy Board - Letter and Permit EPE-432 to Algonquin Tinker Gen. Co,,,A91516,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3560220,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > A91516 National Energy Board - Letter and Permit EPE-432 to Algonquin Tinker Gen. Co"
1,electric,Facilities > Electricity,6,C30001 Algonquin Tinker Gen Co. - Application for Revocation of Electricity Export Permit,C30001 Algonquin Tinker Gen Co. - Application for Revocation of Electricity Export Permit,,,C30001,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4460266,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > C30001 Algonquin Tinker Gen Co. - Application for Revocation of Electricity Export Permit"
1,electric,Facilities > Electricity,6,C37784 Algonquin Tinker Gen Co. - Withdrawal of Application to Cancel Electricity Export Permit EPE-432,C37784 Algonquin Tinker Gen Co. - Withdrawal of Application to Cancel Electricity Export Permit EPE-432,,,C37784,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4642931,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2018-02-08 Application to Export Power for 10 years > C37784 Algonquin Tinker Gen Co. - Withdrawal of Application to Cancel Electricity Export Permit EPE-432"
1,electric,Facilities > Electricity,5,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601604,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > "
1,electric,Facilities > Electricity,5,2013-04-5 Application to Combine Permits EPE-321 and EPE-322,2013-04-5 Application to Combine Permits EPE-321 and EPE-322,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/947565,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2013-04-5 Application to Combine Permits EPE-321 and EPE-322"
1,electric,Facilities > Electricity,6,13-04-25 Algonquin Tinker Gen Co. - Response to NEB letter - Combining Export Permits (A51623),13-04-25 Algonquin Tinker Gen Co. - Response to NEB letter - Combining Export Permits (A51623),,,A51623,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/947508,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2013-04-5 Application to Combine Permits EPE-321 and EPE-322 > 13-04-25 Algonquin Tinker Gen Co. - Response to NEB letter - Combining Export Permits (A51623)"
1,electric,Facilities > Electricity,6,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601604,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2013-04-5 Application to Combine Permits EPE-321 and EPE-322 > "
1,electric,Facilities > Electricity,6,13-05-16 NEB - Letter and Orders AO-002-EPE-321 and RO-EPE-322 to Algonquin Tinker Gen Co. (A51918),13-05-16 NEB - Letter and Orders AO-002-EPE-321 and RO-EPE-322 to Algonquin Tinker Gen Co. (A51918),,,A51918,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/955992,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2013-04-5 Application to Combine Permits EPE-321 and EPE-322 > 13-05-16 NEB - Letter and Orders AO-002-EPE-321 and RO-EPE-322 to Algonquin Tinker Gen Co. (A51918)"
1,electric,Facilities > Electricity,5,"2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3","2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3",,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601520,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3"
1,electric,Facilities > Electricity,6,10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516),10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516),,,A24516,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601688,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-02-18 Algonquin Tinker Gen Co. - Application for a Name Change (A24516)"
1,electric,Facilities > Electricity,6,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601604,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > "
1,electric,Facilities > Electricity,6,10-05-07 Algonquin Tinker Gen Co. - Letter Notification requesting name change on existing Electricity Export Permits (EPE-321 and EPE-322) and Certificates of Public Convenience and Necessity (EC-III-2 and EC-III-3) (A25108),10-05-07 Algonquin Tinker Gen Co. - Letter Notification requesting name change on existing Electricity Export Permits (EPE-321 and EPE-322) and Certificates of Public Convenience and Necessity (EC-III-2 and EC-III-3) (A25108),,,A25108,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/614811,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-05-07 Algonquin Tinker Gen Co. - Letter Notification requesting name change on existing Electricity Export Permits (EPE-321 and EPE-322) and Certificates of Public Convenience and Necessity (EC-III-2 and EC-III-3) (A25108)"
1,electric,Facilities > Electricity,6,10-07-22 NEB - Letter and Amending Orders AO-1-EPE-321 & AO-1-EPE-322 Name Change of Permit Holder Algonquin Power & Utilities Corp. (A25746),10-07-22 NEB - Letter and Amending Orders AO-1-EPE-321 & AO-1-EPE-322 Name Change of Permit Holder Algonquin Power & Utilities Corp. (A25746),,,A25746,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/627201,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-07-22 NEB - Letter and Amending Orders AO-1-EPE-321 & AO-1-EPE-322 Name Change of Permit Holder Algonquin Power & Utilities Corp. (A25746)"
1,electric,Facilities > Electricity,6,10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421),10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421),,,A27421,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/654040,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) >  > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421)"
1,electric,Facilities > Electricity,4,A1W3Q8 - Ordonnances AO-4-EC-III-2 et AO-3-EC-III-3,A1W3Q8 - Ordonnances AO-4-EC-III-2 et AO-3-EC-III-3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/653969,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/653969,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) > A1W3Q8 - Ordonnances AO-4-EC-III-2 et AO-3-EC-III-3"
1,electric,Facilities > Electricity,4,A1W3Q9 - Receipt,A1W3Q9 - Receipt,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/654044,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/654044,"Facilities > Electricity > Algonquin Tinker Gen Co. > 2010-02-18 Application for a name change from WPS Canada Generation Inc. to Algonquin Tinker EPE-321, EPE-322 and CPCN EC-III-2 and EC-III-3 > 10-11-26 NEB - Letter and Amending Orders AO-4-EC-III-2 and AO-3-EC-III-3 to Algonquin Tinker Gen Co. (A27421) > A1W3Q9 - Receipt"
1,electric,Facilities > Electricity,1,BC Hydro and BCTC - Jointly,BC Hydro and BCTC - Jointly,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/414653,Facilities > Electricity > BC Hydro and BCTC - Jointly
1,electric,Facilities > Electricity,2,"2006-06-22 - Application to Vary Certificates and Permits EC-III-4, EC-III-10, EC-III-12, EPE-126 and EPE-127","2006-06-22 - Application to Vary Certificates and Permits EC-III-4, EC-III-10, EC-III-12, EPE-126 and EPE-127",,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/414654,"Facilities > Electricity > BC Hydro and BCTC - Jointly > 2006-06-22 - Application to Vary Certificates and Permits EC-III-4, EC-III-10, EC-III-12, EPE-126 and EPE-127"
1,electric,Facilities > Electricity,3,06-06-22 BC Hydro and BCTC (Jointly) - CPCN Nos. EC-III-4; EC-III-10; and EC-III-12 and Permit Nos. EPE-126 and EPE-127 (A12365),06-06-22 BC Hydro and BCTC (Jointly) - CPCN Nos. EC-III-4; EC-III-10; and EC-III-12 and Permit Nos. EPE-126 and EPE-127 (A12365),,,A12365,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/414413,"Facilities > Electricity > BC Hydro and BCTC - Jointly > 2006-06-22 - Application to Vary Certificates and Permits EC-III-4, EC-III-10, EC-III-12, EPE-126 and EPE-127 > 06-06-22 BC Hydro and BCTC (Jointly) - CPCN Nos. EC-III-4; EC-III-10; and EC-III-12 and Permit Nos. EPE-126 and EPE-127 (A12365)"
1,electric,Facilities > Electricity,4,A0U6S8 - BC Hydro and BCTC Letter - changes to Certificates and permits,A0U6S8 - BC Hydro and BCTC Letter - changes to Certificates and permits,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/414414,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/414414,"Facilities > Electricity > BC Hydro and BCTC - Jointly > 2006-06-22 - Application to Vary Certificates and Permits EC-III-4, EC-III-10, EC-III-12, EPE-126 and EPE-127 > 06-06-22 BC Hydro and BCTC (Jointly) - CPCN Nos. EC-III-4; EC-III-10; and EC-III-12 and Permit Nos. EPE-126 and EPE-127 (A12365) > A0U6S8 - BC Hydro and BCTC Letter - changes to Certificates and permits"
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/414413,"Facilities > Electricity > BC Hydro and BCTC - Jointly > 2006-06-22 - Application to Vary Certificates and Permits EC-III-4, EC-III-10, EC-III-12, EPE-126 and EPE-127 > 06-06-22 BC Hydro and BCTC (Jointly) - CPCN Nos. EC-III-4; EC-III-10; and EC-III-12 and Permit Nos. EPE-126 and EPE-127 (A12365) > "
